SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
20MICRONS,EQ,48.6,49.85,46.85,47.6,47.45,49.15,157120,7573043.6,2018-04-30,971,INE144J01027
21STCENMGM,EQ,44.7,44.7,44.7,44.7,44.7,43.85,14455,646138.5,2018-04-30,22,INE253B01015
3IINFOTECH,EQ,4.95,5.0,4.85,4.95,4.95,4.9,1174232,5791781.75,2018-04-30,738,INE748C01020
3MINDIA,EQ,20700.0,20700.0,20455.0,20524.1,20455.0,20479.2,675,13850315.4,2018-04-30,350,INE470A01017
63MOONS,EQ,91.6,95.0,90.0,90.4,90.4,90.55,159602,14582357.7,2018-04-30,2775,INE111B01023
8KMILES,EQ,802.95,809.55,778.3,786.1,784.0,795.65,127879,101208545.65,2018-04-30,5532,INE650K01021
A2ZINFRA,EQ,27.25,27.9,26.5,26.75,26.6,27.1,270864,7290270.7,2018-04-30,1058,INE619I01012
AARTIDRUGS,EQ,587.65,590.0,571.7,573.7,573.05,584.4,2211,1285307.3,2018-04-30,273,INE767A01016
AARTIIND,EQ,1327.0,1358.15,1327.0,1343.45,1337.0,1325.9,36743,49228506.95,2018-04-30,2794,INE769A01020
AARVEEDEN,EQ,45.3,49.0,42.8,45.45,45.1,43.9,142729,6611675.3,2018-04-30,1192,INE273D01019
ABAN,EQ,174.05,178.9,173.5,175.0,174.6,173.85,1404810,247466882.7,2018-04-30,12888,INE421A01028
ABB,EQ,1349.2,1370.0,1340.15,1358.5,1356.35,1339.75,52088,70464304.25,2018-04-30,3572,INE117A01022
ABBOTINDIA,EQ,6140.0,6259.4,6140.0,6179.65,6199.0,6157.75,4816,29862102.9,2018-04-30,993,INE358A01014
ABCAPITAL,EQ,157.45,162.0,157.1,159.75,160.0,156.3,2127844,340210895.6,2018-04-30,19900,INE674K01013
ABFRL,EQ,145.9,148.0,145.85,146.75,147.0,145.3,134495,19740326.05,2018-04-30,1887,INE647O01011
ACC,EQ,1564.85,1599.9,1563.0,1587.15,1583.5,1559.6,265415,421301133.9,2018-04-30,12356,INE012A01025
ACCELYA,EQ,1346.55,1349.25,1310.0,1336.5,1326.35,1348.2,4969,6599463.2,2018-04-30,589,INE793A01012
ACE,EQ,184.5,189.9,182.9,186.9,186.6,183.2,501618,93856209.85,2018-04-30,4874,INE731H01025
ADANIENT,EQ,142.35,144.4,138.6,140.1,140.3,141.8,2549744,360937708.35,2018-04-30,15706,INE423A01024
ADANIPORTS,EQ,405.8,411.3,402.4,407.3,406.25,402.45,2264144,920487584.85,2018-04-30,44313,INE742F01042
ADANIPOWER,EQ,25.4,26.2,25.2,25.7,25.55,25.3,7265939,185893049.85,2018-04-30,8803,INE814H01011
ADANITRANS,EQ,169.9,172.5,167.55,168.6,168.3,169.55,1394162,235739083.45,2018-04-30,10753,INE931S01010
ADFFOODS,EQ,241.9,247.9,236.75,242.55,242.8,239.0,238215,58112489.9,2018-04-30,3686,INE982B01019
ADHUNIK,EQ,4.1,4.1,3.5,3.6,3.55,3.8,103634,377940.75,2018-04-30,153,INE400H01019
ADLABS,EQ,51.4,53.55,50.2,51.8,52.0,50.35,54727,2840993.95,2018-04-30,816,INE172N01012
ADORWELD,EQ,395.8,398.25,389.8,393.85,396.9,392.8,10217,4035381.1,2018-04-30,290,INE045A01017
ADROITINFO,EQ,31.35,32.0,31.35,31.7,31.9,31.7,1660,52411.2,2018-04-30,14,INE737B01033
ADSL,EQ,21.9,21.9,20.25,21.05,21.5,21.95,26126,553589.55,2018-04-30,145,INE102I01027
ADVANIHOTR,EQ,69.9,73.0,67.95,68.8,67.95,66.3,55400,3927813.5,2018-04-30,595,INE199C01026
ADVENZYMES,EQ,258.4,263.7,255.0,261.6,261.35,254.6,392588,102486863.75,2018-04-30,7355,INE837H01020
AEGISCHEM,EQ,290.8,292.35,285.0,289.25,288.6,287.45,42579,12299851.9,2018-04-30,1774,INE208C01025
AFL,EQ,56.65,59.4,53.65,59.4,59.4,54.0,31927,1843190.65,2018-04-30,131,INE020G01017
AGCNET,EQ,131.0,136.0,128.0,130.5,133.0,132.0,50026,6601978.4,2018-04-30,307,INE676A01019
AGLSL,EQ,105.2,109.0,105.0,106.05,106.05,105.85,11263,1203801.95,2018-04-30,84,INE517U01013
AGRITECH,EQ,139.75,142.0,136.9,137.55,136.9,138.05,16879,2338932.7,2018-04-30,504,INE449G01018
AHLUCONT,EQ,428.85,429.0,420.75,421.5,421.5,422.2,5253,2219633.8,2018-04-30,617,INE758C01029
AHLWEST,EQ,337.0,355.0,332.55,354.65,355.0,349.7,1108,382336.2,2018-04-30,83,INE915K01010
AIAENG,EQ,1436.1,1448.0,1430.05,1443.85,1442.5,1435.65,20174,29071566.9,2018-04-30,1172,INE212H01026
AIFL,EQ,500.55,510.0,495.2,496.6,496.9,506.7,55596,27768429.1,2018-04-30,623,INE428O01016
AJANTPHARM,EQ,1361.0,1367.9,1340.0,1355.25,1355.0,1353.45,84039,113965899.25,2018-04-30,3220,INE031B01049
AJMERA,EQ,263.9,271.75,262.6,267.6,267.0,262.1,50790,13588244.9,2018-04-30,1591,INE298G01027
AKSHARCHEM,EQ,639.7,639.7,619.05,628.9,625.0,634.6,12813,8061467.9,2018-04-30,329,INE542B01011
AKSHOPTFBR,EQ,34.95,35.45,34.5,34.65,34.85,34.6,338706,11836022.35,2018-04-30,1084,INE523B01011
AKZOINDIA,EQ,1934.55,1934.55,1915.0,1926.7,1932.95,1915.75,2681,5155058.7,2018-04-30,249,INE133A01011
ALANKIT,EQ,42.4,42.95,41.1,41.65,41.3,42.4,43060,1798722.2,2018-04-30,453,INE914E01040
ALBK,EQ,49.0,49.75,48.3,49.1,49.15,49.15,2780384,136336301.9,2018-04-30,7613,INE428A01015
ALEMBICLTD,EQ,58.35,58.65,56.9,57.35,57.2,58.1,128830,7437589.8,2018-04-30,2337,INE426A01027
ALICON,EQ,638.2,650.0,630.0,637.7,636.1,636.05,4592,2959850.6,2018-04-30,259,INE062D01024
ALKALI,EQ,80.8,80.8,78.15,78.75,79.45,79.15,6942,551504.7,2018-04-30,144,INE773I01017
ALKEM,EQ,1975.0,1994.0,1952.15,1976.35,1971.4,1969.05,12293,24292826.35,2018-04-30,2875,INE540L01014
ALKYLAMINE,EQ,720.0,725.0,707.0,715.3,718.0,716.9,2962,2124975.5,2018-04-30,241,INE150B01021
ALLCARGO,EQ,143.0,145.0,138.25,139.8,139.85,143.5,799091,112357145.9,2018-04-30,11435,INE418H01029
ALLSEC,EQ,386.2,389.4,377.05,380.55,381.85,378.05,7934,3033133.55,2018-04-30,357,INE835G01018
ALMONDZ,EQ,30.0,31.5,28.65,31.0,31.0,29.6,38513,1166320.5,2018-04-30,317,INE326B01027
ALOKTEXT,EQ,2.3,2.3,2.3,2.3,2.3,2.4,2648754,6092134.2,2018-04-30,763,INE270A01011
ALPA,EQ,37.85,38.95,37.0,37.15,37.0,37.8,47270,1771678.15,2018-04-30,255,INE385I01010
ALPHAGEO,EQ,824.9,839.0,810.05,819.5,820.5,821.2,16926,13904491.15,2018-04-30,1313,INE137C01018
AMARAJABAT,EQ,859.0,866.8,855.0,861.4,861.1,859.45,207878,178897451.45,2018-04-30,9809,INE885A01032
AMBER,EQ,1070.55,1146.2,1070.0,1138.7,1144.9,1073.55,67163,75090981.4,2018-04-30,4527,INE371P01015
AMBIKCO,EQ,1365.0,1398.0,1352.0,1382.3,1386.0,1351.95,13531,18769326.05,2018-04-30,640,INE540G01014
AMBUJACEM,EQ,245.5,252.75,245.5,250.65,250.5,244.9,2454697,615128630.15,2018-04-30,26604,INE079A01024
AMJLAND,EQ,29.5,29.5,26.65,26.95,27.25,28.75,18156,501743.4,2018-04-30,209,INE606A01024
AMRUTANJAN,EQ,285.6,291.35,279.95,281.4,281.85,283.55,7951,2253304.15,2018-04-30,354,INE098F01031
ANANTRAJ,EQ,47.4,47.9,47.0,47.2,47.2,47.15,594979,28129504.95,2018-04-30,2141,INE242C01024
ANDHRABANK,EQ,40.15,40.15,38.85,39.75,39.8,40.2,5773619,228201781.1,2018-04-30,12350,INE434A01013
ANDHRACEMT,EQ,10.5,11.1,10.5,10.9,10.9,10.85,187904,2013130.35,2018-04-30,342,INE666E01012
ANDHRSUGAR,EQ,403.95,407.4,396.0,396.65,396.25,403.2,45353,18164347.6,2018-04-30,1844,INE715B01013
