SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
20MICRONS,EQ,48.55,48.55,45.25,48.0,48.45,48.55,162412,7574750.8,2018-02-05,1523,INE144J01027
3IINFOTECH,EQ,5.45,5.9,5.4,5.9,5.9,5.65,5600089,31885851.25,2018-02-05,1893,INE748C01020
3MINDIA,EQ,18400.0,19317.65,18002.0,18943.1,18950.0,18317.5,6206,117490382.2,2018-02-05,1338,INE470A01017
5PAISA,EQ,275.05,292.0,275.05,287.7,288.8,289.5,8914,2502643.1,2018-02-05,355,INE618L01018
63MOONS,EQ,96.0,97.4,90.0,94.7,95.0,97.0,374767,35328375.45,2018-02-05,4427,INE111B01023
8KMILES,EQ,630.0,657.0,602.0,643.85,643.0,656.6,146478,93681676.25,2018-02-05,5895,INE650K01021
A2ZINFRA,EQ,34.0,35.25,33.0,34.9,34.9,35.3,1557520,53684945.0,2018-02-05,5439,INE619I01012
AARTIDRUGS,EQ,560.25,604.0,560.25,591.65,592.0,589.95,11731,6849205.35,2018-02-05,746,INE767A01016
AARTIIND,EQ,1054.0,1110.0,1040.0,1105.3,1109.5,1090.45,35630,38354648.05,2018-02-05,2202,INE769A01020
AARVEEDEN,EQ,42.15,46.8,42.15,45.1,45.6,46.0,33060,1444672.05,2018-02-05,220,INE273D01019
ABAN,EQ,188.8,192.95,186.15,191.1,191.3,193.2,1212397,230811122.5,2018-02-05,13183,INE421A01028
ABB,EQ,1640.55,1685.0,1615.05,1627.85,1630.0,1678.55,94627,155949373.05,2018-02-05,4758,INE117A01022
ABBOTINDIA,EQ,5520.0,5530.0,5352.05,5394.3,5400.0,5534.95,4108,22357517.65,2018-02-05,611,INE358A01014
ABCAPITAL,EQ,164.1,167.0,161.75,165.1,165.25,167.85,3205448,527087236.35,2018-02-05,29072,INE674K01013
ABFRL,EQ,155.0,155.0,148.25,154.2,154.7,156.55,1060338,161794289.2,2018-02-05,10075,INE647O01011
ACC,EQ,1667.0,1667.0,1612.9,1641.15,1648.0,1679.8,486961,792646936.6,2018-02-05,26128,INE012A01025
ACCELYA,EQ,1350.0,1378.35,1340.0,1361.65,1359.6,1391.25,5531,7510489.5,2018-02-05,498,INE793A01012
ACE,EQ,148.3,162.75,146.1,159.0,161.0,158.85,1026498,159291266.95,2018-02-05,12302,INE731H01025
ADANIENT,EQ,185.1,201.0,183.7,199.45,200.8,197.2,6443758,1255290955.15,2018-02-05,32668,INE423A01024
ADANIPORTS,EQ,408.0,413.0,406.3,408.2,407.95,417.95,2936554,1201513106.45,2018-02-05,73339,INE742F01042
ADANIPOWER,EQ,31.95,33.45,30.15,32.7,32.8,32.7,15384812,495934289.55,2018-02-05,28796,INE814H01011
ADANITRANS,EQ,189.0,198.0,177.05,194.4,195.0,193.8,795688,152328862.85,2018-02-05,9381,INE931S01010
ADFFOODS,EQ,245.5,261.9,243.65,258.8,260.35,257.35,169082,42510296.15,2018-02-05,5075,INE982B01019
ADORWELD,EQ,450.0,464.95,412.2,433.8,435.75,456.75,25209,10954065.8,2018-02-05,1238,INE045A01017
ADVANIHOTR,EQ,65.0,69.0,65.0,66.75,66.45,68.35,20279,1355521.7,2018-02-05,312,INE199C01026
ADVENZYMES,EQ,240.0,247.95,235.2,246.7,247.0,249.8,693786,170133894.15,2018-02-05,7486,INE837H01020
AEGISCHEM,EQ,251.15,264.0,245.0,255.25,259.0,268.05,370931,92993214.7,2018-02-05,8159,INE208C01025
AFL,EQ,53.75,54.95,52.4,53.05,53.0,55.15,13312,708159.6,2018-02-05,77,INE020G01017
AGLSL,EQ,112.0,116.5,110.0,113.65,114.5,116.65,8948,999620.35,2018-02-05,90,INE517U01013
AGRITECH,EQ,122.0,124.5,116.1,121.2,120.5,122.7,103209,12493725.85,2018-02-05,1904,INE449G01018
AHLEAST,EQ,300.0,307.0,284.9,295.95,290.05,310.9,29816,8906230.9,2018-02-05,776,INE926K01017
AHLUCONT,EQ,315.2,368.7,311.0,320.8,330.2,333.5,21493,7104036.95,2018-02-05,793,INE758C01029
AIAENG,EQ,1419.95,1469.0,1367.0,1450.55,1469.0,1428.9,63534,91152784.6,2018-02-05,2111,INE212H01026
AIFL,EQ,447.0,458.0,447.0,451.55,456.95,449.3,229686,103294025.9,2018-02-05,3512,INE428O01016
AJANTPHARM,EQ,1366.0,1378.95,1295.45,1309.55,1320.0,1390.0,332813,439377510.95,2018-02-05,15297,INE031B01049
AJMERA,EQ,293.0,306.7,280.0,301.8,303.0,298.3,81407,24181178.1,2018-02-05,2438,INE298G01027
AKSHARCHEM,EQ,675.0,724.95,670.0,704.9,708.0,688.7,22373,15729811.15,2018-02-05,1733,INE542B01011
AKZOINDIA,EQ,1804.0,1804.0,1755.0,1775.85,1795.9,1809.85,8120,14399042.8,2018-02-05,851,INE133A01011
ALANKIT,EQ,60.1,60.9,59.8,59.8,59.8,62.9,233372,14010453.45,2018-02-05,1355,INE914E01040
ALBK,EQ,60.2,61.5,59.45,60.55,60.6,61.75,2834815,171117382.55,2018-02-05,11390,INE428A01015
ALEMBICLTD,EQ,58.5,61.6,58.5,60.6,60.75,60.75,1086740,65448636.7,2018-02-05,5431,INE426A01027
ALICON,EQ,635.0,635.05,585.05,627.0,632.65,650.3,10103,6316568.15,2018-02-05,381,INE062D01024
ALKALI,EQ,68.6,75.5,68.6,72.35,72.45,75.55,9355,676351.15,2018-02-05,228,INE773I01017
ALKEM,EQ,2165.0,2219.0,2029.75,2166.8,2175.0,2195.0,32204,69131373.65,2018-02-05,3062,INE540L01014
ALKYLAMINE,EQ,639.95,699.0,615.6,647.2,648.2,670.05,39107,25497972.9,2018-02-05,1965,INE150B01021
ALLCARGO,EQ,185.15,191.2,181.15,189.4,189.55,189.8,343095,64169616.0,2018-02-05,4945,INE418H01029
ALLSEC,EQ,400.6,407.5,384.0,392.05,394.7,400.7,16179,6441342.35,2018-02-05,290,INE835G01018
ALPA,EQ,37.0,37.05,34.1,35.35,35.5,37.65,69465,2489847.35,2018-02-05,459,INE385I01010
ALPHAGEO,EQ,865.0,899.0,845.0,876.3,870.0,867.65,32147,27866729.5,2018-02-05,2039,INE137C01018
AMARAJABAT,EQ,758.0,785.25,738.2,779.85,779.4,767.9,454465,347995919.4,2018-02-05,12899,INE885A01032
AMBER,EQ,1195.0,1246.95,1125.0,1229.05,1240.05,1226.15,419983,511583266.0,2018-02-05,21582,INE371P01015
AMBIKCO,EQ,1282.35,1353.95,1260.1,1305.95,1305.1,1306.8,8370,10969479.65,2018-02-05,825,INE540G01014
AMBUJACEM,EQ,257.0,260.0,252.05,259.1,259.95,259.55,2745947,701868483.1,2018-02-05,63687,INE079A01024
AMDIND,EQ,36.05,37.95,35.0,36.65,37.75,38.5,52700,1912452.2,2018-02-05,467,INE005I01014
AMJLAND,EQ,23.3,25.5,23.3,25.05,24.5,24.75,22053,533386.3,2018-02-05,104,INE606A01024
