SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
20MICRONS,EQ,51.55,55.0,47.75,48.55,49.35,52.15,160014,8007351.65,2018-02-02,1555,INE144J01027
3IINFOTECH,EQ,5.9,5.9,5.65,5.65,5.65,5.9,5203608,29732735.9,2018-02-02,2841,INE748C01020
3MINDIA,EQ,18815.6,19299.65,17755.55,18317.5,18473.0,19282.05,21196,403080611.1,2018-02-02,1343,INE470A01017
5PAISA,EQ,317.0,317.0,289.5,289.5,289.5,304.7,8449,2509765.65,2018-02-02,289,INE618L01018
63MOONS,EQ,100.0,103.3,94.0,97.0,96.65,103.45,457452,44940060.35,2018-02-02,5051,INE111B01023
8KMILES,EQ,702.1,712.35,585.05,656.6,656.65,718.15,213274,141751406.5,2018-02-02,9347,INE650K01021
A2ZINFRA,EQ,37.05,37.3,34.05,35.3,35.6,37.5,1920940,68408802.2,2018-02-02,5809,INE619I01012
AARTIDRUGS,EQ,644.85,644.85,581.05,589.95,593.9,622.5,11400,6874128.0,2018-02-02,717,INE767A01016
AARTIIND,EQ,1099.0,1101.0,1053.0,1090.45,1099.9,1100.1,175132,190928549.05,2018-02-02,3288,INE769A01020
AARVEEDEN,EQ,49.0,49.0,45.0,46.0,46.3,48.85,33913,1560368.75,2018-02-02,280,INE273D01019
ABAN,EQ,203.7,205.95,191.25,193.2,193.2,206.6,1782035,352646578.5,2018-02-02,19728,INE421A01028
ABB,EQ,1692.5,1749.2,1650.0,1678.55,1670.0,1700.45,147057,248293547.1,2018-02-02,9404,INE117A01022
ABBOTINDIA,EQ,5499.05,5599.0,5464.0,5534.95,5520.0,5554.5,2491,13752836.85,2018-02-02,393,INE358A01014
ABCAPITAL,EQ,172.0,173.55,165.0,167.85,167.65,174.2,3066443,518221291.45,2018-02-02,35262,INE674K01013
ABFRL,EQ,162.75,166.9,154.5,156.55,155.0,163.6,1673354,265571883.25,2018-02-02,17294,INE647O01011
ACC,EQ,1725.9,1728.95,1675.1,1679.8,1685.0,1737.0,262985,445973117.8,2018-02-02,14562,INE012A01025
ACCELYA,EQ,1422.75,1459.0,1375.0,1391.25,1382.25,1423.0,7552,10602849.6,2018-02-02,1551,INE793A01012
