SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
20MICRONS,EQ,59.45,63.2,58.6,62.6,62.75,59.2,812025,50057113.35,2018-01-04,5189,INE144J01027
3IINFOTECH,EQ,7.6,8.4,7.6,8.4,8.4,8.0,60821732,490084345.25,2018-01-04,16171,INE748C01020
3MINDIA,EQ,19400.5,19750.0,19152.0,19449.8,19500.0,19400.4,1597,31196526.85,2018-01-04,672,INE470A01017
5PAISA,EQ,332.1,348.65,331.5,337.7,339.2,332.5,15178,5132937.1,2018-01-04,555,INE618L01018
63MOONS,EQ,120.0,121.45,117.3,117.95,117.6,119.4,286030,34080243.75,2018-01-04,3667,INE111B01023
8KMILES,EQ,885.0,891.3,855.0,860.0,866.0,884.35,105960,92196979.1,2018-01-04,5247,INE650K01021
A2ZINFRA,EQ,47.25,48.75,46.15,46.55,46.6,46.95,5078468,241125878.65,2018-01-04,14329,INE619I01012
AARTIDRUGS,EQ,716.0,762.8,701.5,740.4,738.0,708.0,220286,162428627.4,2018-01-04,13355,INE767A01016
AARTIIND,EQ,1144.0,1162.8,1130.0,1149.35,1145.0,1151.85,97713,111942983.9,2018-01-04,6904,INE769A01020
AARVEEDEN,EQ,49.4,53.7,49.0,53.7,53.7,48.85,163822,8553867.2,2018-01-04,601,INE273D01019
ABAN,EQ,208.8,212.8,208.1,209.6,208.75,205.05,2153252,453018459.9,2018-01-04,20378,INE421A01028
ABB,EQ,1420.0,1449.95,1415.0,1433.3,1428.8,1414.45,154339,222031179.5,2018-01-04,5661,INE117A01022
ABBOTINDIA,EQ,5489.0,5489.0,5420.0,5430.85,5440.0,5436.25,887,4827779.4,2018-01-04,216,INE358A01014
ABCAPITAL,EQ,185.0,185.55,183.5,184.0,184.2,184.6,2105382,387881771.6,2018-01-04,43590,INE674K01013
ABFRL,EQ,172.0,173.5,170.6,171.35,171.5,171.8,261207,44923458.3,2018-01-04,3188,INE647O01011
ACC,EQ,1779.95,1808.0,1770.0,1801.35,1794.5,1774.6,278240,496944090.6,2018-01-04,11563,INE012A01025
ACCELYA,EQ,1455.55,1468.9,1439.0,1452.1,1462.75,1434.1,6678,9696249.55,2018-01-04,300,INE793A01012
ACE,EQ,142.4,155.8,141.5,155.0,155.8,141.65,2513593,380068141.5,2018-01-04,13255,INE731H01025
ADANIENT,EQ,176.0,185.2,174.15,183.3,183.3,176.2,12411875,2261128602.4,2018-01-04,60120,INE423A01024
ADANIPORTS,EQ,408.7,410.7,406.05,409.85,410.0,407.65,1990506,814496530.65,2018-01-04,26844,INE742F01042
ADANIPOWER,EQ,44.6,44.8,43.75,44.25,44.15,44.25,27294014,1211600489.95,2018-01-04,39301,INE814H01011
ADANITRANS,EQ,214.1,215.45,211.5,212.6,213.2,212.0,979025,208947922.0,2018-01-04,13134,INE931S01010
ADFFOODS,EQ,315.8,317.95,309.55,311.45,312.0,313.1,165400,51775351.8,2018-01-04,3353,INE982B01019
ADORWELD,EQ,604.0,612.0,562.0,576.9,568.25,603.85,355253,208125810.7,2018-01-04,10620,INE045A01017
ADVANIHOTR,EQ,78.1,79.5,77.1,78.35,78.1,77.65,18365,1440521.8,2018-01-04,293,INE199C01026
ADVENZYMES,EQ,303.8,303.8,293.0,294.4,294.7,302.0,281439,83545238.15,2018-01-04,4873,INE837H01020
AEGISCHEM,EQ,287.4,290.0,282.5,289.2,287.0,286.4,138154,39670690.5,2018-01-04,2803,INE208C01025
AFL,EQ,72.75,72.75,66.6,67.1,67.1,66.15,91191,6340156.0,2018-01-04,773,INE020G01017
AGLSL,EQ,117.95,120.2,114.3,119.85,119.4,116.4,70471,8194902.85,2018-01-04,266,INE517U01013
AGRITECH,EQ,125.25,126.75,120.2,121.35,122.6,123.55,19891,2450029.1,2018-01-04,518,INE449G01018
AHLEAST,EQ,276.25,282.5,276.25,279.2,279.2,279.55,827,231846.15,2018-01-04,39,INE926K01017
AHLUCONT,EQ,379.05,379.2,365.55,373.5,374.9,378.8,37524,14010762.5,2018-01-04,1120,INE758C01029
AIAENG,EQ,1559.75,1585.0,1547.55,1572.4,1580.0,1539.75,10926,17083128.1,2018-01-04,1491,INE212H01026
