SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
20MICRONS,EQ,38.85,41.0,37.8,38.75,39.2,38.5,95459,3748017.4,2018-06-25,933,INE144J01027
21STCENMGM,EQ,36.3,36.95,36.3,36.35,36.3,36.3,691,25361.3,2018-06-25,9,INE253B01015
3IINFOTECH,EQ,4.15,4.25,4.1,4.2,4.2,4.15,1699281,7128475.9,2018-06-25,896,INE748C01020
3MINDIA,EQ,20026.05,20248.95,19800.0,19836.05,19800.0,20073.15,541,10798333.4,2018-06-25,312,INE470A01017
3PLAND,EQ,14.5,14.5,13.3,13.35,13.35,13.55,760,10151.9,2018-06-25,9,INE105C01023
5PAISA,EQ,345.0,363.8,340.1,348.5,353.0,357.1,1144,403321.35,2018-06-25,114,INE618L01018
63MOONS,EQ,78.0,82.2,76.9,78.5,78.0,78.0,298301,23871689.8,2018-06-25,4434,INE111B01023
8KMILES,EQ,513.45,519.9,501.1,503.4,503.4,516.95,161925,82559024.55,2018-06-25,5542,INE650K01021
A2ZINFRA,EQ,22.0,22.65,21.5,21.95,21.9,22.3,175225,3855884.3,2018-06-25,877,INE619I01012
AARTIDRUGS,EQ,612.0,624.8,599.0,603.95,605.85,612.7,19198,11765101.15,2018-06-25,1224,INE767A01016
AARTIIND,EQ,1228.25,1239.25,1215.55,1223.2,1221.0,1225.05,5079,6229913.7,2018-06-25,513,INE769A01020
AARVEEDEN,EQ,33.55,34.65,31.9,33.2,33.1,33.5,8337,271856.1,2018-06-25,63,INE273D01019
ABAN,EQ,121.0,121.7,114.1,117.0,117.3,119.9,1056353,124165980.8,2018-06-25,12766,INE421A01028
ABB,EQ,1213.0,1213.0,1183.0,1189.25,1183.3,1212.25,26095,31221778.5,2018-06-25,2129,INE117A01022
ABBOTINDIA,EQ,7451.0,7760.0,7451.0,7643.25,7643.5,7423.3,24283,186058005.95,2018-06-25,4040,INE358A01014
ABCAPITAL,EQ,137.55,137.55,135.15,135.6,135.2,136.95,1279362,174361209.0,2018-06-25,23494,INE674K01013
ABFRL,EQ,141.05,143.3,138.15,139.7,139.0,142.65,264416,37350526.55,2018-06-25,2282,INE647O01011
ACC,EQ,1297.0,1332.4,1297.0,1315.55,1313.8,1294.65,547839,722314782.85,2018-06-25,22492,INE012A01025
ACCELYA,EQ,1265.0,1275.0,1250.0,1259.5,1264.0,1263.15,2021,2537861.55,2018-06-25,473,INE793A01012
ACE,EQ,141.0,142.4,136.6,137.85,138.4,141.3,116337,16221284.9,2018-06-25,1664,INE731H01025
ADANIENT,EQ,130.0,131.1,126.7,127.0,126.75,130.35,2763727,356537960.85,2018-06-25,12684,INE423A01024
ADANIPORTS,EQ,366.0,367.75,359.05,361.15,360.0,365.8,1716838,624104170.75,2018-06-25,27219,INE742F01042
ADANIPOWER,EQ,18.7,18.85,17.7,17.95,17.9,18.5,11782650,214262703.35,2018-06-25,12105,INE814H01011
ADANITRANS,EQ,167.45,169.9,164.3,168.2,167.7,164.0,845932,141144373.0,2018-06-25,7510,INE931S01010
ADFFOODS,EQ,242.55,253.25,237.15,247.45,246.95,243.0,99875,24361661.05,2018-06-25,2722,INE982B01019
ADHUNIK,EQ,3.3,3.35,3.2,3.25,3.35,3.25,41242,135090.8,2018-06-25,55,INE400H01019
